FID,objectid_1,objectid,facility_n,begin,end,facility_c,status,route_id,bpp_2005,local_plan,jurisdicti,st,note,miles,priority,yr_constr,i269,blvd,divided,fund_sourc,shape_leng,shape_le_1,Shape__Length
1,1356,1477,Fields Rd,Sewanee,Hicky,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.871370130509,,2014,,,,Local,4600.83428908,4600.83428908,1711.01535065748
2,1358,1479,Exchange Ave,Third,Danny Thomas,Bike Lane,Existing,,,2016PW-2021CIP,Memphis,TN,,0.318480744432,,0,,,,Local,1681.5783306,1681.5783306,626.640307331242
3,1359,1480,Exchange Ave,Main,Third,Bike Lane,Existing,,,2016PW-2021CIP,Memphis,TN,,0.147507942322,,0,,,,Local,778.841935462,778.841935462,290.174804157853
4,1360,1481,Adams Ave,Third,Danny Thomas,Bike Lane,Existing,,,2015CIP,Memphis,TN,,0.32993085936,,2015,,,,Local,1742.03493742,1742.03493742,649.13437400896
5,1361,1482,Adams Ave,Front,Third,Marked Shared Roadway,Existing,,,2015CIP,Memphis,TN,,0.226776040436,,2015,,,,Local,1197.3774935,1197.3774935,446.037888214538
6,1362,1485,Duke Rd,Chelsea,Bayliss,Marked Shared Roadway,Existing,,,2014PW,Memphis,TN,,0.586501776509,,2014,,,,Local,3096.72937997,3096.72937997,1158.16466776893
7,1363,1486,Bayliss Ave,Graham,Wells Station,Marked Shared Roadway,Existing,,,2015PW,Memphis,TN,,0.517813017926,,2015,,,,Local,2734.05273465,2734.05273465,1018.3164100903
8,1366,1490,Highland St,Scenic,James,Bike Lane,Existing,,,2014PW,Memphis,TN,,0.322976612124,,2014,,,,Local,1705.31651202,1705.31651202,638.248675768763
9,1367,1492,Pauline St,Poplar,Union,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.576125735321,,2016,,,,Local,3041.94388249,3041.94388249,1136.68712806189
10,1368,1493,Orchi Rd,Chelsea,Longfellow,Marked Shared Roadway,Existing,,,2014PW,Memphis,TN,,0.153320776665,,2014,,,,Local,809.533700792,809.533700792,302.1221394413
11,1369,1494,Chelsea Ave,Ruskin,Graham,Bike Lane,Existing,MEM 40; MEM 60,,2003Routes; 2014PW,Memphis,TN,,0.516534803765,,2014,,,,Local,2727.30376388,2727.30376388,1016.4278342597
12,1371,1496,"Dr. MLK, Jr. Ave",Manassas,Linden,Cycle Track,Existing,,,2016PW,Memphis,TN,,0.425785326832,,2019,,,,Local,2248.14652567,2248.14652567,837.086021048501
13,1372,1497,Milton Wilson Blvd,Forrest,Chester,Signed Shared Roadway,Existing,,,,Arlington,TN,,1.56231530621,,2013,,,,,8249.02481681,8249.02481681,3089.57013049331
14,1373,1498,Aubrey Ranch Greenway N,Black Gold,Dusty Field,Shared Use Path,Existing,,,,Arlington,TN,,0.167370269176,,2013,,,,,883.715021252,883.715021252,330.812825602868
15,1374,1499,Aubrey Ranch Dr,Dusty Field,Longhorn,Shared Use Path,Existing,,,,Arlington,TN,,0.127855781384,,2013,,,,,675.07852571,675.07852571,252.784092865937
16,1375,1500,Forrest Street Greenway,Depot,West of Griffin,Shared Use Path,Existing,,,,Arlington,TN,,0.161789666767,,2012,,,,,854.249440528,854.249440528,318.772910476004
17,1379,1504,Annandale Dr,Holmes,State Line,Bike Lane,Existing,,,,Shelby Co,TN,,0.79845389977,,2013,,,,,4215.83659078,4215.83659078,1573.67215651328
18,1380,1505,Forest Hill Irene Rd,Walnut Grove,River Meadow,Paved Shoulder,Existing,,,,Shelby Co,TN,,1.31236313099,,2013,,,,,6929.27733161,6929.27733161,2590.03397431421
19,1381,1506,Houston Levee Rd,Glen Lakes,Sutton Ridge,Signed Shared Roadway,Existing,,,Shelby Co,Shelby Co,,,0.784863172582,,2013,,,,,4144.07755123,4144.07755123,1548.87979159324
20,1382,1507,Lowrance Rd,Long Creek,Stansell,Bike Lane,Existing,,,,Shelby Co,TN,,0.490904467396,,2013,,,,,2591.97558785,2591.97558785,963.765316380297
21,1383,1508,Long Creek Rd,Autumn Harvest,Lowrance,Bike Lane,Existing,,,,Shelby Co,TN,NEED TO VERIFY FACILITY IN FIELD,0.529056318769,,2013,,,,,2793.4173631,2793.4173631,1042.65341757281
22,1395,1523,Fields Rd,Hicky,Weaver,Paved Shoulder,Existing,,,2014PW,Memphis,TN,,0.286010018433,,2014,,,,Local,1510.13289732,1510.13289732,561.607220299912
23,1396,1524,Fields Rd,Boxtown,Sewanee,Paved Shoulder,Existing,,,2014PW,Memphis,TN,,0.480949345093,,2014,,,,Local,2539.41254209,2539.41254209,944.394139396556
24,1398,1526,Bass Pro Dr,I-40,Riverside,Bike Lane,Existing,,,,Memphis,TN,,0.27043303185,,2015,,,,,1427.88640817,1427.88640817,533.64810433534
25,1400,1529,McLean Blvd,James,Nedra,Cycle Track,Existing,MEM 20; MEM 40; WRG 5b,,WRG,Memphis,TN,2003Routes,1.20065676059,,2020,,,,Private,6339.46769594,6339.46769594,2371.75787916216
26,1401,1530,Broad Ave,Tillman,Holmes,Cycle Track,Existing,HAMPLINE,,2014PW,Memphis,TN,,0.574804713652,,2014,,,,Local,3034.96888808,3034.96888808,1130.29904839354
27,1402,1531,Tillman St,Summer (US-70),Broad,Marked Shared Roadway,Existing,HAMPLINE,,2014PW,Memphis,TN,,0.15023268774,,2014,,,,Local,793.228591266,793.228591266,296.690106511015
28,1405,1559,Berryhill Rd,Oak Springs,Forest Hill-Irene,Bike Lane,Existing,,,2011PW,Memphis,TN,,0.517024647827,,2011,,,,Local,2729.89014053,2729.89014053,1019.48496982625
29,1406,1560,Covington Pike (TN-204),Austin Peay,Raleigh Lagrange,Bike Lane,Existing,,Vision,2014TDOT,Memphis,TN,,2.9553282598,Secondary,2014,N,,,TDOT,15604.1332118,15604.1332118,5839.91144180408
30,1408,1562,Marshall St,Madison,Union,Bike Lane,Existing,,,MEMfix,Memphis,TN,,0.296473059567,,2014,,,,Local,1565.37775451,1565.37775451,584.217866525464
31,1409,1563,Sanderlin Ave,Mendenhall,White Station,Buffered Bike Lane,Existing,,,2016PW,Memphis,TN,,0.435453261095,,2015,,,,Local,2299.19321858,2299.19321858,855.772877061511
32,1412,1568,Hawkins Mill Rd,Overton Crossing,Aline,Signed Shared Roadway,Existing,,,2015PW,Memphis,TN,,0.551979758317,,2015,,,,Local,2914.45312391,2914.45312391,1087.4621441659
33,1420,1577,Kirby Rd,Humphreys,Poplar,Buffered Bike Lane,Existing,,,2003Routes,Memphis,TN,,0.566111072099,,2015,,,,,2989.06646068,2989.06646068,1116.80182922871
34,1421,1580,Mt. Moriah Rd,Willow,Mendenhall,Bike Lane,Existing,,,2015CIP,Memphis,TN,,0.842991145502,,2016,,,,Local,4450.99324825,4450.99324825,1658.86210949707
35,1422,1581,Pendleton St,Byrd,Ketchum,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.236707030895,,2016,,,,Local,1249.81312313,1249.81312313,467.071894058433
36,1423,1582,Pendleton St,Semmes,Byrd,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.232045816157,,2016,,,,Local,1225.20190931,1225.20190931,457.508188210921
37,1424,1583,Florida St,Mallory,Approx. 500' north of Kansas,Buffered Bike Lane,Existing,,,STP4,Memphis,TN,,0.216468484514,,2016,,,,STP-M,1142.95359823,1142.95359823,427.16351862922
38,1426,1586,Hollywood St,Staten,Jackson,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.532349077231,,2016,,,,Local,2810.80312778,2810.80312778,1051.46350234633
39,1429,1589,Horn Lake Rd,Van Huesen,Holmes,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.305679687763,,2016,,,,Local,1613.98875139,1613.98875139,602.640534648579
40,1430,1590,Horn Lake Rd,Honduras,Van Huesen,Marked Shared Roadway,Existing,,,2016CIP,Memphis,TN,,0.261519898235,,2016,,,,Local,1380.82506268,1380.82506268,515.60663325789
41,1431,1592,Kirby Rd,Humphreys,Poplar,Cycle Track,Existing,,,2003Routes,Memphis,TN,,0.699665245207,,2015,,,,,3694.23249469,3694.23249469,1380.13829511195
42,1432,1593,Kirby Rd,Humphreys,Poplar,Bike Lane,Existing,,,2003Routes,Memphis,TN,,0.289870149687,,2015,,,,,1530.51439035,1530.51439035,572.225807772044
43,1434,1595,Wolf River Greenway Phase 1,MIssissippi River,Second,Shared Use Path,Existing,,NEW2011,WRG,Memphis,TN,,0.757570108102,Primary,2017,N,,,Private,3999.97017078,3999.97017078,1492.46858441239
44,1437,1599,Wolf River Greenway Phase 9,Highland,Epping Way,Shared Use Path,Existing,,NEW2011,WRG,Memphis,TN,,0.650901505903,Primary,2017,N,,,Private,3436.75995117,3436.75995117,1283.02342529382
45,1439,1601,Highland St,James,Chelsea,Cycle Track,Existing,WRG 8,NEW2011,WRG,Memphis,TN,,1.71613232768,Primary,2019,N,,,Private,9061.17869014,9061.17869014,3390.70640095548
46,1441,1603,Wolf River Greenway Phase 14A,Shelby Farms Greenline,TVA Powerline,Shared Use Path,Existing,,NEW2011,WRG,Memphis,TN,,0.746919433339,Primary,0,N,,,Private,3943.73460803,5205.59008399,1943.79396696654
47,1443,1605,Wolf River Greenway Phase 14B,TVA Powerline,Walnut Grove,Shared Use Path,Existing,,NEW2011,WRG,Memphis,TN,,0.956786839837,Primary,2020,N,,,Private,5051.83451434,4797.68102566,1789.63793079235
48,1445,1608,Mt. Moriah,Ridgeway,Kirby,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.816738524446,,2016,,,,Local,4312.37940907,4312.37940907,1605.79601489138
49,1446,1609,Winchester Rd,Hacks Cross,Tournament,Bike Lane,Existing,,,2016CIP,Memphis,TN,,0.657381619845,,2016,,,,Local,3470.97495278,3470.97495278,1290.81332717182
50,1447,1610,Florida St,Carolina,DeSoto,Cycle Track,Existing,,,STP-BIKE,Memphis,TN,,0.417320259536,,2020,,,,STP-BIKEPED,2203.45097035,2203.45097035,823.916517908933
51,1461,1625,Fletcher Trace Pkwy,US-64,Berryhill,Paved Shoulder,Existing,,,2016PW,Memphis,TN,,0.49675585347,,2016,,,,Local,2622.87090632,2622.87090632,979.043559164635
52,1467,1632,Perry Rd,Dunn,Alcy,Bike Lane,Existing,,,2016PW,Memphis,TN,,0.985456750677,,2017,,,,Local,5203.21164357,5203.21164357,1944.60773012679
53,1468,1634,Hillshire Dr,Whitten,Appling Farms,Bike Lane,Existing,,,2016PW,Memphis,TN,,1.17987153292,,2016,,,,Local,6229.72169381,6229.72169381,2322.45822672554
54,1474,1640,Autumn Creek Dr,Cordova Club,Cordova,Bike Lane,Existing,,,,Memphis,TN,,0.550378775221,,2020,N,,,Local,2905.99993317,2905.99993317,1083.74452675322
55,1475,1641,Beale St,Riverside,Front,Bike Lane,Existing,,,,Memphis,TN,,0.113057771397,,2017,,,,Local,596.945032976,596.945032976,222.371478703989
56,1477,1643,Benjestown Rd,Carrolton,Marsh,Marked Shared Roadway,Existing,,,2018CIP,Memphis,TN,,0.950972590699,,2018,,,,Local,5021.13527889,5021.13527889,1879.68067844806
57,1478,1644,Blue Trail,Hy Crop Row,Trailhead Access Road,Shared Use Path,Existing,,,,Shelby Co,TN,,1.12919472555,,2000,,,,Local,5962.14815093,5962.14815093,2224.44300639595
58,1479,1645,Sunflower Trail,Farm Road,Hy Crop Row,Shared Use Path,Existing,,,,Shelby Co,TN,,1.97193088031,,2017,,,,Local,10411.795048,10411.795048,3877.76869027572
59,1481,1647,Chelsea Ave,Warford,Holmes,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.697352218059,,2019,,,,Local,3682.01971135,3682.01971135,1371.49627241675
60,1482,1648,Cooper St,Southern,McLemore/South Parkay,Bike Lane,Existing,,,,Memphis,TN,,0.0939826072909,,2017,,,,Local,496.228166496,496.228166496,185.52422814085
61,1483,1649,Colonial Rd,Park,Willow,Bike Lane,Existing,,,,Memphis,TN,,1.45519070935,,2017,,,,Local,7683.40694537,7683.40694537,2871.95470489654
62,1484,1650,Estate Dr,Park,Quince,Bike Lane,Existing,,,2018CIP,Memphis,TN,,0.934703041635,,2018,,,,Local,4935.23205983,4935.23205983,1844.73987462108
63,1485,1651,Frayser Blvd,Overton Crossing,Warford,Bike Lane,Existing,,,,Memphis,TN,,1.79364080757,,2020,,,,Local,9470.42346399,9470.42346399,3530.66635335681
64,1486,1652,Frayser Raleigh Rd,Old Allen,Raleigh Millington,Bike Lane,Existing,MEM 30; MEM 60,,2019CIP,Memphis,TN,2003Routes,1.25256903465,Regional,2020,N,,,Local,6613.56450297,6613.56450297,2465.63050589272
65,1487,1653,Goodwyn St,Central,Southern,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.563130691107,,2018,,,,Local,2973.33004905,2973.33004905,1111.71227840618
66,1488,1654,Hickory Hill Rd,Winchester,Raines,Bike Lane,Existing,,,2017CIP,Memphis,TN,,1.04626322362,,2017,,,,Local,5524.26982072,5524.26982072,2063.53812564986
67,1490,1656,Lauderdale St,Madison,Union,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.159368079348,,2016,,,,Local,841.463458957,841.463458957,314.686132272227
68,1491,1657,Manassas St,Poplar,Union,Cycle Track,Existing,,,,Memphis,TN,,0.496491456164,,2017,,,,Local,2621.47488855,2621.47488855,980.369875090113
69,1492,1658,Manassas St,North Parkway,Gene Logan,Bike Lane,Existing,,,,Memphis,TN,,0.166705214945,,2017,,,,Local,880.203534909,880.203534909,329.225140256505
70,1493,1659,Manassas St,Gene Logan,Poplar,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.499840047264,,2017,,,,Local,2639.15544955,2639.15544955,987.075948711275
71,1494,1660,Macon Rd,Jackson,Homer,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.828372022469,,2019,,,,Local,4373.80427864,4373.80427864,1629.69431452637
72,1495,1661,Macon Rd,Homer,Berclair,Buffered Bike Lane,Existing,,,,Memphis,TN,,1.59769000608,,2019,,,,Local,8435.80323209,8435.80323209,3141.6156920779
73,1497,1663,Mississippi Blvd,E H Crump,Kerr,Buffered Bike Lane,Existing,,,,Memphis,TN,,1.26470148755,,2018,,,,Local,6677.62385426,6677.62385426,2495.16966239711
74,1498,1664,Overton Crossing St,Jan,Whitney,Bike Lane,Existing,,,,Memphis,TN,,0.81150292391,,2017,,,,Local,4284.73543824,4284.73543824,1603.71319693885
75,1499,1665,Peabody Ave,Bellevue,Willett,Bike Lane,Existing,,,,Memphis,TN,,0.609349247178,,0,,,,Local,3217.3640251,3217.3640251,1197.75644296427
76,1500,1666,Peabody Ave,Willett,Cooper,Bike Lane,Existing,,,,Memphis,TN,,1.11088053593,,0,,,,Local,5865.44922968,5865.44922968,2183.57518589726
77,1501,1667,Front St,Peabody Place,Beale,Bike Lane,Existing,,,,Memphis,TN,,0.0452507798656,,2017,,,,Local,238.924117691,238.924117691,89.2784912211455
78,1502,1668,Peabody Place,Front,Fourth,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.375959988669,,2017,,,,Local,1985.06874017,1985.06874017,739.261262705449
79,1503,1669,Fourth,Peabody Place,MLK Jr,Cycle Track,Existing,,,,Memphis,TN,,0.187286378033,,2017,,,,Local,988.872076015,988.872076015,369.800560600018
80,1504,1670,Raleigh Lagrange Rd,Coleman,Covington Pike,Buffered Bike Lane,Existing,,,,Memphis,TN,,1.10985209683,,2018,,,,Local,5860.01907124,5860.01907124,2185.79051423468
81,1505,1671,Riverdale Rd,Dead end on the north,Quince,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.795501064441,,2020,,,,Local,4200.24562025,4200.24562025,1568.13083381253
82,1506,1672,Rockcreek Parkway,Germantown,US-64,Signed Shared Roadway,Existing,,,,Memphis,TN,,2.7626896731,,2016,,,,Local,14587.0014739,14587.0014739,5446.55960390233
83,1507,1673,Semmes St,Pendleton,Lamar,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.501803598042,,2020,,,,Local,2649.52299766,2649.52299766,986.487868025337
84,1509,1675,Tchulahoma Rd,Knight Arnold,Winchester,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.710578294249,,2019,,,,Local,3751.85339363,3751.85339363,1401.08755899731
85,1510,1676,Tchulahoma Rd,Winchester,Old Tchulahoma,Bike Lane,Existing,,,,Memphis,TN,,0.414878250849,,2019,,,,Local,2190.55716448,2190.55716448,817.566837108405
86,1511,1677,Tchulahoma Rd,Old Tchulahoma,Christine,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.260909423678,,2019,,,,Local,1377.60175702,1377.60175702,514.606541310335
87,1512,1678,Timber Creek Dr,Germantown,Walnut Grove,Bike Lane,Existing,,,,Memphis,TN,,0.488100471382,,2017,,,,Local,2577.1704889,2577.1704889,961.420495426557
88,1513,1679,Tutwiler Rd,Highland,Graham,Paved Shoulder,Existing,,,,Memphis,TN,,0.940725171356,,2018,,,,Local,4967.02890476,4967.02890476,1849.5744939327
89,1514,1680,Watkins St,Chelsea,Sommerset,Bike Lane,Existing,,,,Memphis,TN,,1.34889887496,,2019,,,,Local,7122.18605979,7122.18605979,2663.86325437154
90,1516,1682,Whitten Rd,Century Center,Macon,Bike Lane,Existing,,,,Memphis,TN,,0.346554307742,,2016,,,,Local,1829.80674488,1829.80674488,684.568608883852
91,1517,1683,Wolf River Greenway Phase 11,Kennedy Park,Kennedy Park,Shared Use Path,Existing,,,,Memphis,TN,,1.48016659484,,2017,,,,Private,7815.27962078,7815.27962078,2919.37156324254
92,1519,1685,Yale Rd,Austin Peay,Scheibler,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.260471902664,,2019,,,,Local,1375.29164606,1375.29164606,512.559154912136
93,1520,1686,Yale Rd,Scheibler,Scheibler,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.154194062627,,2019,,,,Local,814.14465067,814.14465067,303.424978544707
94,1521,1687,Yale Rd,Scheibler,Covington Pike,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.403013204226,,2019,,,,Local,2127.90971831,2127.90971831,793.049260864028
95,1522,1688,Yale Rd,Covington Pike,Chowning,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.180523605769,,2019,,,,Local,953.164638461,953.164638461,355.286679526017
96,1523,1689,Yale Rd,Chowning,Lynchburg,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.17980244172,,2019,,,,Local,949.35689228,949.35689228,353.815991631942
97,1524,1690,Yale Rd,Lynchburg,Old Brownsville,Buffered Bike Lane,Existing,,,,Memphis,TN,,0.281309594654,,2019,,,,Local,1485.31465977,1485.31465977,553.554581804015
98,1525,1691,McLemore Ave,Bellevue,Rayner,Bike Lane,Existing,,,,Memphis,TN,,0.54470402509,,2018,,,,Local,2876.03725247,2876.03725247,1070.52354344021
99,1526,1692,"Dr. MLK, Jr. Ave",Third,Fourth,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.198420797232,,2016,,,,Local,1047.66180938,1047.66180938,390.20058404478
100,1527,1693,Mallory Ave,Third,Lauderdale,Bike Lane,Existing,,,2017CIP,Memphis,TN,,0.694537297657,,2018,,,,Local,3667.15693163,3667.15693163,1364.41441691611
101,1528,1694,Walker ave,Highland,Brister,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.142190316112,,2016,,,,TAP-S,750.764869072,750.764869072,279.438999135501
102,1529,1614,Jackson Ave,Warford,National,Bike Lane,Existing,,,,Memphis,TN,,1.51959273641,,2017,,,,Local,8023.44964824,8023.44964824,2993.34094895406
103,1530,1695,Chimneyrock Blvd,Westbriar,Dexter,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.941174964438,,2020,,,,Local,4969.40381223,4969.40381223,1852.32955556802
104,1531,1696,Chimneyrock Blvd,Germantown,Westbriar,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.312937570142,,2020,,,,Local,1652.31037035,1652.31037035,615.499632261473
105,1532,1697,Raleigh Lagrange Rd,Sycamore View,Sycamore Heights,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.214286086206,,2020,,,,Local,1131.43053517,1131.43053517,421.524006680046
106,1533,1698,Raleigh Lagrange Rd,Sycamore Heights,Woodfield Park,Signed Shared Roadway,Existing,,,2019CIP,Memphis,TN,,0.302231033601,,2020,,,,Local,1595.77985742,1595.77985742,594.540836899061
107,1534,1699,Raleigh Lagrange Rd,Woodfield Park,Summer,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.169715762977,,2020,,,,Local,896.099228517,896.099228517,333.908267431557
108,1535,1700,Raleigh Lagrange Rd,Summer,Leichester,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.288331001915,,2020,,,,Local,1522.38769011,1522.38769011,567.273953400982
109,1536,1701,Raleigh Lagrange Rd,Leichester,Whitten,Bike Lane,Existing,,,2019CIP,Memphis,TN,,1.09724153293,,2020,,,,Local,5793.43529389,5793.43529389,2158.98334468865
110,1537,1702,Dexter Rd,Germantown,Dewberry,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,1.39855351021,,2019,,,,Local,7384.36253389,7384.36253389,2752.76702799845
111,1539,1704,Willow Rd,Getwell,Cherry,Bike Lane,Existing,Route 50; Route 60,,2019CIP,Memphis,TN,,0.818078731867,,2020,,,,Local,4319.45570426,4319.45570426,1607.18701595145
112,1540,1705,Willow Rd,Cherry,Dearing,Bike Lane,Existing,Route 50; Route 60,,2019CIP,Memphis,TN,,0.189526180738,,2020,,,,Local,1000.6982343,1000.6982343,372.320627563191
113,1541,1706,Willow Rd,Dearing,Dorrie,Marked Shared Roadway,Existing,Route 50; Route 60,,2019CIP,Memphis,TN,,0.246313682696,,2020,,,,Local,1300.53624463,1300.53624463,483.87844204551
114,1542,1707,Willow Rd,Dorrie,Perkins,Marked Shared Roadway,Existing,Route 50; Route 60,,2019CIP,Memphis,TN,,0.112745319838,,2020,,,,Local,595.295288743,595.295288743,221.486198707212
115,1543,1708,Ketchum Rd,Ball,Pendleton,Bike Lane,Existing,,,2019CIP,Memphis,TN,,1.16916611369,,2020,,,,Local,6173.1970803,6173.1970803,2297.80750499637
116,1545,1709,Ketchum Rd,Pendleton,Dead End,Signed Shared Roadway,Existing,,,2019CIP,Memphis,TN,,0.364677855015,,2020,,,,Local,1925.49907448,1925.49907448,716.359746075328
117,1546,1710,White Station Rd,Whitehall,Walnut Grove,Marked Shared Roadway,Existing,,,2019CIP,Memphis,TN,,1.15211573351,,2020,,,,Local,6083.17107292,6083.17107292,2274.54377330541
118,1547,1711,White Station Rd,Mendenhall,Summer (US-70),Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.661073273828,,2020,,,,Local,3490.46688581,3490.46688581,1302.25407842912
119,1548,1712,White Station Rd,Summer (US-70),Mesquite,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.450308066719,,2020,,,,Local,2377.62659227,2377.62659227,889.127424205867
120,1549,1713,McCrory Ave,Berclair,Mendenhall,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.838040343966,,2020,,,,Local,4424.85301614,4424.85301614,1648.70638919125
121,1550,1714,Highland St,Walnut Grove,Poplar,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.286980529654,,2019,,,,Local,1515.25719657,1515.25719657,566.617571771942
122,1551,1715,Highland St,Poplar,Central,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.316024526295,,2019,,,,Local,1668.60949884,1668.60949884,623.926211346185
123,1552,1716,Mallory Ave,Castex,Kansas,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.294648277251,,2020,,,,Local,1555.74290388,1555.74290388,578.837319489613
124,1553,1717,Mallory Ave,Kansas,Main,Marked Shared Roadway,Existing,,,2019CIP,Memphis,TN,2014PW,0.371263571462,,2020,,,,Local,1960.27165732,1960.27165732,729.34709025581
125,1554,1718,Mallory Ave,Main,Third,Bike Lane,Existing,,,2019CIP,Memphis,TN,2014PW,0.0907892082115,,2020,,,,Local,479.367019357,479.367019357,178.35513535102
126,1556,1720,Tulane Rd,Dead End,Shelby,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.722841631933,,2020,,,,Local,3816.60381661,3816.60381661,1425.30754650727
127,1557,1721,Massey Rd,Poplar Pike,Quince,Paved Shoulder,Existing,,,,Memphis,TN,,1.06970770719,,2018,,,,Local,5648.05669396,5648.05669396,2110.65928249086
128,1559,1722,Craft Rd,Birchleaf,Elvis Presley,Bike Lane,Existing,,,,Memphis,TN,,0.232994380957,,2017,,,,,1230.21033145,1230.21033145,457.475424481015
129,1560,1723,Knight Arnold Rd,Ridgeway,Kirby,Bike Lane,Existing,,,,Memphis,TN,,0.758619407103,,2018,,,,,4005.5104695,4005.5104695,1489.9167514688
130,1561,1724,Court,Fourth,Danny Thomas,Paved Shoulder,Existing,,,,Memphis,TN,,0.217462912926,,2018,,,,,1148.20418025,1148.20418025,427.699798663596
131,1562,1725,Court,Second,Fourth,Paved Shoulder,Existing,,,,Memphis,TN,,0.232450781359,,2018,,,,,1227.34012558,1227.34012558,457.176878066073
132,1563,1726,Riverwalk,Bass Pro,Coast Gaurd Access Road,Shared Use Path,Existing,,,,Memphis,TN,,0.529576214942,,2019,,,,,2796.1624149,2796.1624149,1045.08332493632
133,1564,1727,Coast Gaurd Access Road,Riverwalk,A.W. Willis,Marked Shared Roadway,Existing,,,,Memphis,TN,,0.0810057664277,,2019,,,,,427.710446738,427.710446738,159.530813588062
134,1566,1728,Monteigne Blvd,Calhoun,Nottoway,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.1149271216,,1999,,,,Local,606.815202046,606.815202046,226.892298261229
135,1567,1729,Nottoway Blvd,Southbluff,Monteigne,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.0745849423872,,1999,,,,Local,393.808495805,393.808495805,146.68525897575
136,1568,1730,Bluffwalk,Nottoway,Martyrs Park,Shared Use Path,Existing,,,,Memphis,TN,,0.393951787205,,2008,,,,Grant,2080.06543644,2080.06543644,775.635914788243
137,1569,1731,Bluffwalk,Martyrs Park Statue,South End of Path,Shared Use Path,Existing,,,,Memphis,TN,,0.100178364832,,2008,,,,Grant,528.941766311,528.941766311,197.27062482385
138,1570,1732,Martyrs Park Circle,Bluffwalk,Channel 3,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.165295578945,,1999,,,,,872.760656831,872.760656831,325.664545818698
139,1571,1733,Wolf River Greenway Phase 11 Access,Wolf River Greenway Phase 11,Raleigh LaGrange,Shared Use Path,Existing,,,,Memphis,TN,,0.157286879997,,2018,,,,Private,830.474726387,830.474726387,309.96158544671
140,1573,1734,Shelby Farms Park Appling Road Access,Shelby Farms Chickasaw Trail,Shelby Farms Greenline East Ex,Shared Use Path,Existing,,,,Memphis,TN,,0.169773990862,,2019,,,,Private,896.406671753,896.406671753,334.198206353198
141,1575,1736,Stout Rd,Kirby,McVay,Bike Lane,Existing,,,,Memphis,TN,,0.737839909006,,2020,,,,,3895.79471955,3895.79471955,1449.60408591011
142,1576,1736,Raines Rd,Getwell,Lamar,Buffered Bike Lane,Existing,,,2017CIP,Memphis,TN,,1.14051917935,,2018,,,,Local,6021.94126697,6021.94126697,2239.55973585337
143,1577,1737,Corporate Ave,Elvis Presley,Nonconnah,Marked Shared Roadway,Existing,,,2018CIP,Memphis,TN,,2.01793741233,,2019,,,,Local,10654.7095371,10654.7095371,3965.56334503755
144,1579,1739,Macon Rd,Wells Station,Berclair,Buffered Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.342595478996,,2020,,,,Local,1808.9041291,1808.9041291,673.660310285337
145,1580,1740,White Station Rd,Mesquite,Whitehall,Bike Lane,Existing,,,2019CIP,Memphis,TN,,0.0722309495566,,2020,,,,Local,381.379413659,381.379413659,142.642280650008
